Transaction ID,Date,Customer ID,Gender,Age,Product Category,Quantity,Price per Unit,Total Amount
AUG-20230710-CLO-2,2023-07-10,CUST-47918,Male,35,Clothing,1,77,77
AUG-20230710-CLO-1,2023-07-10,CUST-57594,Male,24,Clothing,2,218,436
AUG-20230710-CLO-0,2023-07-10,CUST-76313,Female,23,Clothing,3,133,399
AUG-20230710-ELE-2,2023-07-10,CUST-73094,Male,28,Electronics,2,1347,2694
AUG-20230710-ELE-1,2023-07-10,CUST-93220,Female,26,Electronics,2,811,1622
AUG-20230710-BEA-4,2023-07-10,CUST-79854,Female,30,Beauty,4,72,288
AUG-20230710-BEA-3,2023-07-10,CUST-19445,Female,36,Beauty,1,98,98
AUG-20230710-BEA-2,2023-07-10,CUST-44814,Female,31,Beauty,3,64,192
AUG-20230710-BEA-1,2023-07-10,CUST-96472,Male,29,Beauty,4,48,192
AUG-20230710-BEA-0,2023-07-10,CUST-96951,Female,25,Beauty,1,171,171
AUG-20230710-ELE-0,2023-07-10,CUST-43193,Female,18,Electronics,1,612,612
AUG-20230711-ELE-3,2023-07-11,CUST-53578,Female,24,Electronics,1,248,248
AUG-20230711-CLO-3,2023-07-11,CUST-80559,Male,30,Clothing,3,72,216
AUG-20230711-CLO-1,2023-07-11,CUST-41676,Male,20,Clothing,1,402,402
AUG-20230711-CLO-0,2023-07-11,CUST-96778,Male,35,Clothing,3,263,789
AUG-20230711-ELE-2,2023-07-11,CUST-78625,Male,31,Electronics,1,325,325
AUG-20230711-CLO-2,2023-07-11,CUST-34507,Male,31,Clothing,3,141,423
AUG-20230711-ELE-0,2023-07-11,CUST-49913,Male,35,Electronics,2,501,1002
AUG-20230711-BEA-2,2023-07-11,CUST-56659,Female,31,Beauty,5,163,815
AUG-20230711-BEA-1,2023-07-11,CUST-28991,Female,30,Beauty,2,140,280
AUG-20230711-ELE-1,2023-07-11,CUST-74910,Male,25,Electronics,1,729,729
AUG-20230711-BEA-0,2023-07-11,CUST-68914,Female,24,Beauty,1,132,132
AUG-20230712-CLO-2,2023-07-12,CUST-18167,Female,41,Clothing,3,364,1092
AUG-20230712-CLO-1,2023-07-12,CUST-99973,Female,31,Clothing,1,310,310
AUG-20230712-CLO-0,2023-07-12,CUST-75029,Female,28,Clothing,2,319,638
AUG-20230712-ELE-4,2023-07-12,CUST-39379,Female,26,Electronics,1,590,590
AUG-20230712-ELE-3,2023-07-12,CUST-75911,Male,36,Electronics,2,846,1692
AUG-20230712-ELE-2,2023-07-12,CUST-25210,Male,33,Electronics,1,219,219
AUG-20230712-ELE-1,2023-07-12,CUST-57376,Male,36,Electronics,1,1338,1338
AUG-20230712-ELE-0,2023-07-12,CUST-57027,Male,29,Electronics,1,1015,1015
AUG-20230712-BEA-4,2023-07-12,CUST-15027,Female,31,Beauty,2,131,262
AUG-20230712-BEA-3,2023-07-12,CUST-46067,Female,18,Beauty,3,150,450
AUG-20230712-BEA-2,2023-07-12,CUST-67966,Female,30,Beauty,4,154,616
AUG-20230712-BEA-1,2023-07-12,CUST-20108,Male,18,Beauty,3,113,339
AUG-20230712-BEA-0,2023-07-12,CUST-92850,Male,25,Beauty,2,44,88
AUG-20230713-CLO-4,2023-07-13,CUST-55037,Female,38,Clothing,1,80,80
AUG-20230713-CLO-3,2023-07-13,CUST-50244,Female,21,Clothing,2,113,226
AUG-20230713-CLO-2,2023-07-13,CUST-84586,Male,21,Clothing,2,315,630
AUG-20230713-CLO-1,2023-07-13,CUST-82795,Female,29,Clothing,1,298,298
AUG-20230713-CLO-0,2023-07-13,CUST-44571,Female,32,Clothing,3,357,1071
AUG-20230713-ELE-3,2023-07-13,CUST-68051,Male,45,Electronics,1,1276,1276
AUG-20230713-ELE-1,2023-07-13,CUST-70012,Male,25,Electronics,2,1130,2260
AUG-20230713-ELE-0,2023-07-13,CUST-39369,Male,27,Electronics,2,774,1548
AUG-20230713-BEA-2,2023-07-13,CUST-79001,Female,34,Beauty,4,76,304
AUG-20230713-BEA-1,2023-07-13,CUST-91782,Female,30,Beauty,4,67,268
AUG-20230713-BEA-0,2023-07-13,CUST-85829,Female,25,Beauty,5,57,285
AUG-20230713-ELE-2,2023-07-13,CUST-10205,Male,23,Electronics,2,261,522
AUG-20230714-ELE-1,2023-07-14,CUST-34363,Male,31,Electronics,2,409,818
AUG-20230714-CLO-3,2023-07-14,CUST-90331,Female,31,Clothing,2,272,544
AUG-20230714-CLO-2,2023-07-14,CUST-86794,Female,18,Clothing,3,272,816
AUG-20230714-CLO-1,2023-07-14,CUST-73576,Male,23,Clothing,3,391,1173
AUG-20230714-CLO-0,2023-07-14,CUST-48973,Female,28,Clothing,1,392,392
AUG-20230714-ELE-4,2023-07-14,CUST-60396,Female,18,Electronics,1,796,796
AUG-20230714-ELE-3,2023-07-14,CUST-70616,Male,33,Electronics,1,844,844
AUG-20230714-BEA-4,2023-07-14,CUST-78207,Female,25,Beauty,2,85,170
AUG-20230714-ELE-0,2023-07-14,CUST-28212,Male,39,Electronics,1,1113,1113
AUG-20230714-CLO-4,2023-07-14,CUST-81988,Male,39,Clothing,2,91,182
AUG-20230714-BEA-3,2023-07-14,CUST-19808,Female,26,Beauty,1,60,60
AUG-20230714-BEA-2,2023-07-14,CUST-32555,Female,27,Beauty,2,139,278
AUG-20230714-BEA-1,2023-07-14,CUST-66143,Female,31,Beauty,1,169,169
AUG-20230714-BEA-0,2023-07-14,CUST-31803,Female,23,Beauty,1,185,185
AUG-20230714-ELE-2,2023-07-14,CUST-66152,Male,32,Electronics,2,932,1864
AUG-20230715-ELE-3,2023-07-15,CUST-81778,Female,30,Electronics,1,468,468
AUG-20230715-ELE-2,2023-07-15,CUST-47538,Male,36,Electronics,2,1485,2970
AUG-20230715-CLO-2,2023-07-15,CUST-96284,Male,30,Clothing,1,127,127
AUG-20230715-CLO-1,2023-07-15,CUST-81031,Female,31,Clothing,3,181,543
AUG-20230715-ELE-1,2023-07-15,CUST-47586,Male,25,Electronics,1,1103,1103
AUG-20230715-CLO-0,2023-07-15,CUST-67702,Male,29,Clothing,1,381,381
AUG-20230715-BEA-3,2023-07-15,CUST-78456,Female,29,Beauty,5,155,775
AUG-20230715-BEA-2,2023-07-15,CUST-62414,Female,24,Beauty,2,160,320
AUG-20230715-ELE-0,2023-07-15,CUST-29192,Female,34,Electronics,2,737,1474
AUG-20230715-BEA-1,2023-07-15,CUST-96117,Male,26,Beauty,1,77,77
AUG-20230715-BEA-0,2023-07-15,CUST-71690,Male,32,Beauty,5,146,730
AUG-20230716-CLO-3,2023-07-16,CUST-30615,Female,36,Clothing,3,198,594
AUG-20230716-CLO-2,2023-07-16,CUST-24999,Male,29,Clothing,2,253,506
AUG-20230716-CLO-1,2023-07-16,CUST-82468,Female,25,Clothing,3,114,342
AUG-20230716-CLO-0,2023-07-16,CUST-35063,Male,25,Clothing,2,83,166
AUG-20230716-ELE-2,2023-07-16,CUST-58216,Female,23,Electronics,2,684,1368
AUG-20230716-ELE-1,2023-07-16,CUST-36547,Male,30,Electronics,1,493,493
AUG-20230716-ELE-0,2023-07-16,CUST-44961,Male,25,Electronics,1,599,599
AUG-20230716-BEA-2,2023-07-16,CUST-22873,Female,30,Beauty,2,201,402
AUG-20230716-BEA-1,2023-07-16,CUST-57659,Female,29,Beauty,4,176,704
AUG-20230716-BEA-0,2023-07-16,CUST-53199,Female,20,Beauty,3,82,246
AUG-20230717-CLO-2,2023-07-17,CUST-94816,Male,26,Clothing,2,385,770
AUG-20230717-CLO-1,2023-07-17,CUST-50854,Female,19,Clothing,1,191,191
AUG-20230717-CLO-0,2023-07-17,CUST-27839,Male,29,Clothing,3,285,855
AUG-20230717-ELE-3,2023-07-17,CUST-94166,Male,18,Electronics,1,832,832
AUG-20230717-ELE-2,2023-07-17,CUST-46668,Male,28,Electronics,2,1167,2334
AUG-20230717-BEA-0,2023-07-17,CUST-16577,Female,18,Beauty,1,120,120
AUG-20230717-ELE-0,2023-07-17,CUST-66251,Male,23,Electronics,2,1218,2436
AUG-20230717-BEA-2,2023-07-17,CUST-92318,Female,29,Beauty,3,118,354
AUG-20230717-BEA-1,2023-07-17,CUST-60822,Female,32,Beauty,2,121,242
AUG-20230717-ELE-1,2023-07-17,CUST-17084,Female,29,Electronics,1,1038,1038
AUG-20230718-CLO-0,2023-07-18,CUST-77381,Male,25,Clothing,3,204,612
AUG-20230718-CLO-3,2023-07-18,CUST-99893,Male,18,Clothing,2,280,560
AUG-20230718-CLO-2,2023-07-18,CUST-76780,Male,24,Clothing,2,286,572
AUG-20230718-CLO-4,2023-07-18,CUST-49695,Male,20,Clothing,1,365,365
AUG-20230718-CLO-1,2023-07-18,CUST-15704,Female,18,Clothing,2,86,172
AUG-20230718-ELE-3,2023-07-18,CUST-76013,Male,29,Electronics,1,1344,1344
AUG-20230718-BEA-2,2023-07-18,CUST-66422,Female,29,Beauty,5,180,900
AUG-20230718-ELE-1,2023-07-18,CUST-86023,Male,26,Electronics,2,1414,2828
AUG-20230718-ELE-0,2023-07-18,CUST-21075,Male,31,Electronics,1,976,976
AUG-20230718-BEA-3,2023-07-18,CUST-83185,Female,28,Beauty,3,108,324
AUG-20230718-BEA-1,2023-07-18,CUST-38896,Male,21,Beauty,2,156,312
AUG-20230718-BEA-0,2023-07-18,CUST-81819,Male,27,Beauty,2,173,346
AUG-20230718-ELE-2,2023-07-18,CUST-18039,Male,31,Electronics,1,641,641
AUG-20230719-CLO-3,2023-07-19,CUST-45779,Male,28,Clothing,3,244,732
AUG-20230719-CLO-2,2023-07-19,CUST-51911,Female,18,Clothing,3,261,783
AUG-20230719-CLO-1,2023-07-19,CUST-70197,Male,29,Clothing,3,280,840
AUG-20230719-CLO-0,2023-07-19,CUST-42879,Female,24,Clothing,3,277,831
AUG-20230719-ELE-3,2023-07-19,CUST-49952,Male,42,Electronics,1,657,657
AUG-20230719-ELE-2,2023-07-19,CUST-95488,Male,35,Electronics,2,501,1002
AUG-20230719-ELE-0,2023-07-19,CUST-37410,Female,35,Electronics,2,908,1816
AUG-20230719-BEA-4,2023-07-19,CUST-73175,Female,31,Beauty,1,44,44
AUG-20230719-BEA-3,2023-07-19,CUST-58122,Female,26,Beauty,2,34,68
AUG-20230719-BEA-2,2023-07-19,CUST-32568,Female,27,Beauty,2,54,108
AUG-20230719-BEA-1,2023-07-19,CUST-19589,Female,24,Beauty,2,132,264
AUG-20230719-BEA-0,2023-07-19,CUST-75214,Female,21,Beauty,5,138,690
AUG-20230719-ELE-1,2023-07-19,CUST-12589,Male,21,Electronics,2,1365,2730
AUG-20230720-ELE-2,2023-07-20,CUST-11987,Male,41,Electronics,1,1344,1344
AUG-20230720-CLO-1,2023-07-20,CUST-46527,Male,30,Clothing,3,95,285
AUG-20230720-CLO-0,2023-07-20,CUST-19458,Female,25,Clothing,1,358,358
AUG-20230720-ELE-3,2023-07-20,CUST-90084,Male,39,Electronics,2,1481,2962
AUG-20230720-ELE-1,2023-07-20,CUST-55588,Female,25,Electronics,1,823,823
AUG-20230720-CLO-2,2023-07-20,CUST-70482,Female,33,Clothing,1,274,274
AUG-20230720-BEA-4,2023-07-20,CUST-10981,Female,21,Beauty,5,53,265
AUG-20230720-BEA-3,2023-07-20,CUST-30115,Female,24,Beauty,1,118,118
AUG-20230720-BEA-2,2023-07-20,CUST-70684,Female,22,Beauty,2,79,158
AUG-20230720-BEA-1,2023-07-20,CUST-23698,Female,36,Beauty,1,76,76
AUG-20230720-BEA-0,2023-07-20,CUST-78235,Male,24,Beauty,3,109,327
AUG-20230720-ELE-0,2023-07-20,CUST-93911,Male,32,Electronics,2,400,800
AUG-20230721-CLO-2,2023-07-21,CUST-13659,Male,19,Clothing,3,215,645
AUG-20230721-CLO-1,2023-07-21,CUST-69169,Male,34,Clothing,2,361,722
AUG-20230721-CLO-0,2023-07-21,CUST-14858,Male,29,Clothing,2,114,228
AUG-20230721-ELE-4,2023-07-21,CUST-85172,Male,38,Electronics,2,1432,2864
AUG-20230721-ELE-3,2023-07-21,CUST-57280,Male,30,Electronics,2,1097,2194
AUG-20230721-ELE-2,2023-07-21,CUST-43500,Male,33,Electronics,2,1397,2794
AUG-20230721-ELE-1,2023-07-21,CUST-11663,Male,37,Electronics,2,200,400
AUG-20230721-ELE-0,2023-07-21,CUST-89833,Male,24,Electronics,2,290,580
AUG-20230721-BEA-4,2023-07-21,CUST-70752,Female,29,Beauty,3,89,267
AUG-20230721-BEA-3,2023-07-21,CUST-31661,Female,18,Beauty,1,129,129
AUG-20230721-BEA-2,2023-07-21,CUST-12506,Female,27,Beauty,2,34,68
AUG-20230721-BEA-1,2023-07-21,CUST-68479,Female,25,Beauty,1,154,154
AUG-20230721-BEA-0,2023-07-21,CUST-81246,Female,18,Beauty,2,136,272
AUG-20230722-CLO-3,2023-07-22,CUST-79283,Male,26,Clothing,1,174,174
AUG-20230722-CLO-4,2023-07-22,CUST-69183,Female,18,Clothing,2,127,254
AUG-20230722-CLO-1,2023-07-22,CUST-38688,Male,26,Clothing,2,215,430
AUG-20230722-CLO-0,2023-07-22,CUST-17749,Female,18,Clothing,1,269,269
AUG-20230722-ELE-3,2023-07-22,CUST-60918,Female,40,Electronics,2,1250,2500
AUG-20230722-ELE-2,2023-07-22,CUST-14743,Female,34,Electronics,1,1489,1489
AUG-20230722-CLO-2,2023-07-22,CUST-32942,Male,22,Clothing,1,227,227
AUG-20230722-ELE-0,2023-07-22,CUST-97508,Male,27,Electronics,1,1252,1252
AUG-20230722-BEA-4,2023-07-22,CUST-50376,Female,33,Beauty,4,168,672
AUG-20230722-BEA-3,2023-07-22,CUST-92755,Female,26,Beauty,5,107,535
AUG-20230722-BEA-2,2023-07-22,CUST-67266,Male,22,Beauty,3,108,324
AUG-20230722-BEA-1,2023-07-22,CUST-21301,Female,33,Beauty,1,138,138
AUG-20230722-BEA-0,2023-07-22,CUST-67371,Female,23,Beauty,1,179,179
AUG-20230722-ELE-1,2023-07-22,CUST-86497,Male,31,Electronics,2,969,1938
AUG-20230723-CLO-2,2023-07-23,CUST-75792,Male,20,Clothing,2,373,746
AUG-20230723-CLO-0,2023-07-23,CUST-47748,Male,35,Clothing,1,156,156
AUG-20230723-ELE-3,2023-07-23,CUST-17485,Female,40,Electronics,1,839,839
AUG-20230723-ELE-2,2023-07-23,CUST-22901,Male,32,Electronics,1,296,296
AUG-20230723-ELE-1,2023-07-23,CUST-80683,Male,24,Electronics,2,810,1620
AUG-20230723-CLO-1,2023-07-23,CUST-69185,Female,24,Clothing,3,359,1077
AUG-20230723-BEA-4,2023-07-23,CUST-41275,Female,36,Beauty,3,95,285
AUG-20230723-BEA-3,2023-07-23,CUST-57427,Female,24,Beauty,3,141,423
AUG-20230723-BEA-2,2023-07-23,CUST-77092,Female,35,Beauty,1,171,171
AUG-20230723-BEA-1,2023-07-23,CUST-29377,Female,26,Beauty,1,107,107
AUG-20230723-BEA-0,2023-07-23,CUST-50693,Female,27,Beauty,4,100,400
AUG-20230723-ELE-0,2023-07-23,CUST-65188,Male,36,Electronics,1,317,317
AUG-20230724-CLO-4,2023-07-24,CUST-69682,Female,32,Clothing,1,337,337
AUG-20230724-CLO-3,2023-07-24,CUST-86024,Female,24,Clothing,2,174,348
AUG-20230724-CLO-2,2023-07-24,CUST-95513,Male,30,Clothing,3,179,537
AUG-20230724-CLO-1,2023-07-24,CUST-32184,Female,21,Clothing,2,367,734
AUG-20230724-CLO-0,2023-07-24,CUST-89697,Female,39,Clothing,1,156,156
AUG-20230724-ELE-1,2023-07-24,CUST-27970,Female,26,Electronics,2,272,544
AUG-20230724-ELE-0,2023-07-24,CUST-15830,Male,29,Electronics,2,317,634
AUG-20230724-BEA-2,2023-07-24,CUST-97753,Female,20,Beauty,5,179,895
AUG-20230724-BEA-1,2023-07-24,CUST-48549,Male,35,Beauty,4,112,448
AUG-20230724-BEA-0,2023-07-24,CUST-64327,Male,31,Beauty,1,49,49
AUG-20230724-ELE-2,2023-07-24,CUST-99895,Male,26,Electronics,1,914,914
AUG-20230725-CLO-2,2023-07-25,CUST-54084,Female,33,Clothing,2,386,772
AUG-20230725-CLO-1,2023-07-25,CUST-73401,Male,24,Clothing,1,377,377
AUG-20230725-CLO-0,2023-07-25,CUST-45094,Female,29,Clothing,1,204,204
AUG-20230725-ELE-4,2023-07-25,CUST-23487,Male,32,Electronics,2,825,1650
AUG-20230725-ELE-3,2023-07-25,CUST-60511,Male,34,Electronics,2,653,1306
AUG-20230725-ELE-0,2023-07-25,CUST-27603,Male,29,Electronics,1,646,646
AUG-20230725-ELE-1,2023-07-25,CUST-15849,Female,32,Electronics,1,724,724
AUG-20230725-BEA-2,2023-07-25,CUST-16895,Female,23,Beauty,2,113,226
AUG-20230725-BEA-1,2023-07-25,CUST-46451,Female,20,Beauty,1,155,155
AUG-20230725-BEA-0,2023-07-25,CUST-71915,Female,23,Beauty,5,90,450
AUG-20230725-ELE-2,2023-07-25,CUST-95203,Male,27,Electronics,2,1014,2028
AUG-20230726-CLO-2,2023-07-26,CUST-59314,Female,25,Clothing,1,110,110
AUG-20230726-CLO-1,2023-07-26,CUST-90596,Female,22,Clothing,1,96,96
AUG-20230726-CLO-0,2023-07-26,CUST-44143,Male,24,Clothing,3,199,597
AUG-20230726-ELE-3,2023-07-26,CUST-53677,Female,38,Electronics,2,1495,2990
AUG-20230726-ELE-2,2023-07-26,CUST-60094,Male,26,Electronics,1,1084,1084
AUG-20230726-ELE-1,2023-07-26,CUST-74042,Male,49,Electronics,2,927,1854
AUG-20230726-ELE-0,2023-07-26,CUST-11316,Female,25,Electronics,1,573,573
AUG-20230726-BEA-3,2023-07-26,CUST-11648,Female,22,Beauty,2,85,170
AUG-20230726-BEA-2,2023-07-26,CUST-81279,Female,21,Beauty,2,144,288
AUG-20230726-BEA-1,2023-07-26,CUST-52642,Female,33,Beauty,2,105,210
AUG-20230726-BEA-0,2023-07-26,CUST-58648,Female,29,Beauty,2,189,378
AUG-20230727-CLO-2,2023-07-27,CUST-55833,Male,32,Clothing,3,394,1182
AUG-20230727-CLO-1,2023-07-27,CUST-84159,Male,32,Clothing,2,192,384
AUG-20230727-CLO-0,2023-07-27,CUST-37106,Female,28,Clothing,3,325,975
AUG-20230727-ELE-3,2023-07-27,CUST-67995,Male,31,Electronics,1,207,207
AUG-20230727-ELE-2,2023-07-27,CUST-65430,Male,25,Electronics,2,622,1244
AUG-20230727-BEA-0,2023-07-27,CUST-96062,Female,24,Beauty,5,150,750
AUG-20230727-ELE-0,2023-07-27,CUST-38859,Male,26,Electronics,2,302,604
AUG-20230727-BEA-2,2023-07-27,CUST-79585,Female,22,Beauty,4,172,688
AUG-20230727-BEA-1,2023-07-27,CUST-30742,Female,29,Beauty,5,196,980
AUG-20230727-ELE-1,2023-07-27,CUST-79428,Female,26,Electronics,2,1416,2832
AUG-20230728-ELE-3,2023-07-28,CUST-17288,Female,37,Electronics,1,613,613
AUG-20230728-CLO-3,2023-07-28,CUST-17139,Female,32,Clothing,1,221,221
AUG-20230728-CLO-2,2023-07-28,CUST-75064,Female,25,Clothing,1,263,263
AUG-20230728-CLO-4,2023-07-28,CUST-73372,Male,22,Clothing,2,166,332
AUG-20230728-CLO-1,2023-07-28,CUST-68552,Female,29,Clothing,1,161,161
AUG-20230728-CLO-0,2023-07-28,CUST-89044,Male,18,Clothing,3,263,789
AUG-20230728-ELE-2,2023-07-28,CUST-58534,Female,51,Electronics,2,1266,2532
AUG-20230728-BEA-2,2023-07-28,CUST-86574,Female,22,Beauty,4,153,612
AUG-20230728-ELE-0,2023-07-28,CUST-95870,Male,43,Electronics,2,537,1074
AUG-20230728-BEA-4,2023-07-28,CUST-93459,Female,21,Beauty,1,171,171
AUG-20230728-BEA-3,2023-07-28,CUST-33439,Female,22,Beauty,2,155,310
AUG-20230728-BEA-1,2023-07-28,CUST-23679,Female,23,Beauty,2,64,128
AUG-20230728-BEA-0,2023-07-28,CUST-99199,Female,29,Beauty,4,87,348
AUG-20230728-ELE-1,2023-07-28,CUST-66437,Male,23,Electronics,2,875,1750
AUG-20230729-CLO-4,2023-07-29,CUST-19835,Male,29,Clothing,2,386,772
AUG-20230729-CLO-3,2023-07-29,CUST-59294,Female,30,Clothing,3,304,912
AUG-20230729-CLO-2,2023-07-29,CUST-79541,Male,29,Clothing,1,298,298
AUG-20230729-CLO-1,2023-07-29,CUST-35525,Female,40,Clothing,2,125,250
AUG-20230729-CLO-0,2023-07-29,CUST-51191,Female,30,Clothing,1,291,291
AUG-20230729-ELE-2,2023-07-29,CUST-84460,Female,25,Electronics,2,1174,2348
AUG-20230729-ELE-0,2023-07-29,CUST-11244,Female,30,Electronics,1,448,448
AUG-20230729-BEA-2,2023-07-29,CUST-63238,Female,40,Beauty,3,78,234
AUG-20230729-BEA-1,2023-07-29,CUST-98074,Female,30,Beauty,3,145,435
AUG-20230729-BEA-0,2023-07-29,CUST-69066,Female,21,Beauty,2,95,190
AUG-20230729-ELE-1,2023-07-29,CUST-15839,Female,23,Electronics,1,248,248
AUG-20230730-CLO-3,2023-07-30,CUST-16220,Male,34,Clothing,3,327,981
AUG-20230730-CLO-2,2023-07-30,CUST-52873,Male,29,Clothing,3,106,318
AUG-20230730-CLO-1,2023-07-30,CUST-20249,Male,29,Clothing,1,314,314
AUG-20230730-CLO-0,2023-07-30,CUST-70098,Female,26,Clothing,2,156,312
AUG-20230730-ELE-4,2023-07-30,CUST-19262,Male,33,Electronics,2,1292,2584
AUG-20230730-ELE-2,2023-07-30,CUST-96496,Female,32,Electronics,2,470,940
AUG-20230730-ELE-3,2023-07-30,CUST-43479,Male,29,Electronics,1,437,437
AUG-20230730-ELE-0,2023-07-30,CUST-88771,Male,33,Electronics,2,959,1918
AUG-20230730-BEA-4,2023-07-30,CUST-55097,Female,24,Beauty,5,76,380
AUG-20230730-BEA-3,2023-07-30,CUST-95553,Female,23,Beauty,5,67,335
AUG-20230730-BEA-2,2023-07-30,CUST-97236,Female,24,Beauty,3,31,93
AUG-20230730-BEA-1,2023-07-30,CUST-77576,Male,25,Beauty,3,102,306
AUG-20230730-BEA-0,2023-07-30,CUST-97905,Female,30,Beauty,2,71,142
AUG-20230730-ELE-1,2023-07-30,CUST-56225,Female,21,Electronics,1,1237,1237
AUG-20230731-CLO-1,2023-07-31,CUST-57236,Female,38,Clothing,1,180,180
AUG-20230731-CLO-0,2023-07-31,CUST-39550,Male,22,Clothing,1,72,72
AUG-20230731-ELE-3,2023-07-31,CUST-30995,Male,34,Electronics,1,266,266
AUG-20230731-ELE-2,2023-07-31,CUST-88944,Female,35,Electronics,2,1290,2580
AUG-20230731-CLO-2,2023-07-31,CUST-21063,Female,22,Clothing,1,176,176
AUG-20230731-ELE-0,2023-07-31,CUST-45268,Male,27,Electronics,1,1383,1383
AUG-20230731-BEA-2,2023-07-31,CUST-69670,Female,21,Beauty,4,181,724
AUG-20230731-BEA-1,2023-07-31,CUST-93557,Male,32,Beauty,2,59,118
AUG-20230731-BEA-0,2023-07-31,CUST-97562,Female,31,Beauty,1,194,194
AUG-20230731-ELE-1,2023-07-31,CUST-57547,Female,29,Electronics,2,983,1966
AUG-20230801-CLO-2,2023-08-01,CUST-20148,Female,22,Clothing,3,266,798
AUG-20230801-CLO-1,2023-08-01,CUST-60799,Female,31,Clothing,2,82,164
AUG-20230801-CLO-0,2023-08-01,CUST-55706,Male,18,Clothing,3,93,279
AUG-20230801-ELE-3,2023-08-01,CUST-42795,Male,38,Electronics,1,463,463
AUG-20230801-ELE-2,2023-08-01,CUST-66049,Female,39,Electronics,2,571,1142
AUG-20230801-ELE-1,2023-08-01,CUST-48664,Female,32,Electronics,1,1509,1509
AUG-20230801-BEA-3,2023-08-01,CUST-50955,Female,21,Beauty,3,116,348
AUG-20230801-BEA-2,2023-08-01,CUST-71415,Female,20,Beauty,4,175,700
AUG-20230801-BEA-1,2023-08-01,CUST-23105,Female,18,Beauty,5,74,370
AUG-20230801-BEA-0,2023-08-01,CUST-60998,Female,36,Beauty,5,114,570
AUG-20230801-ELE-0,2023-08-01,CUST-19127,Female,36,Electronics,2,246,492
AUG-20230802-CLO-0,2023-08-02,CUST-59766,Female,26,Clothing,1,334,334
AUG-20230802-CLO-4,2023-08-02,CUST-95837,Female,34,Clothing,2,196,392
AUG-20230802-CLO-3,2023-08-02,CUST-96544,Male,33,Clothing,1,136,136
AUG-20230802-CLO-2,2023-08-02,CUST-82317,Male,28,Clothing,2,330,660
AUG-20230802-CLO-1,2023-08-02,CUST-90442,Male,31,Clothing,1,327,327
AUG-20230802-ELE-4,2023-08-02,CUST-72771,Female,28,Electronics,1,621,621
AUG-20230802-BEA-0,2023-08-02,CUST-54621,Female,27,Beauty,1,50,50
AUG-20230802-ELE-2,2023-08-02,CUST-79815,Female,39,Electronics,1,804,804
AUG-20230802-ELE-1,2023-08-02,CUST-43864,Male,35,Electronics,1,1087,1087
AUG-20230802-ELE-0,2023-08-02,CUST-59047,Male,31,Electronics,2,419,838
AUG-20230802-BEA-2,2023-08-02,CUST-55775,Female,28,Beauty,3,198,594
AUG-20230802-BEA-1,2023-08-02,CUST-70805,Male,24,Beauty,4,165,660
AUG-20230802-ELE-3,2023-08-02,CUST-96450,Male,34,Electronics,1,1400,1400
AUG-20230803-CLO-2,2023-08-03,CUST-19888,Female,29,Clothing,2,314,628
AUG-20230803-CLO-1,2023-08-03,CUST-72714,Female,28,Clothing,1,347,347
AUG-20230803-CLO-0,2023-08-03,CUST-83967,Female,30,Clothing,2,242,484
AUG-20230803-ELE-3,2023-08-03,CUST-21160,Male,33,Electronics,2,435,870
AUG-20230803-ELE-2,2023-08-03,CUST-15446,Male,29,Electronics,2,799,1598
AUG-20230803-ELE-1,2023-08-03,CUST-37397,Male,42,Electronics,2,876,1752
AUG-20230803-BEA-3,2023-08-03,CUST-44980,Female,28,Beauty,3,180,540
AUG-20230803-BEA-2,2023-08-03,CUST-78008,Female,31,Beauty,3,61,183
AUG-20230803-BEA-1,2023-08-03,CUST-48384,Female,31,Beauty,3,92,276
AUG-20230803-BEA-0,2023-08-03,CUST-69090,Female,25,Beauty,3,127,381
AUG-20230803-ELE-0,2023-08-03,CUST-50428,Male,35,Electronics,2,474,948
AUG-20230804-ELE-3,2023-08-04,CUST-52205,Male,34,Electronics,2,1415,2830
AUG-20230804-CLO-3,2023-08-04,CUST-79939,Male,28,Clothing,3,269,807
AUG-20230804-CLO-2,2023-08-04,CUST-87366,Female,25,Clothing,2,253,506
AUG-20230804-CLO-1,2023-08-04,CUST-12565,Male,34,Clothing,1,175,175
AUG-20230804-CLO-0,2023-08-04,CUST-81531,Male,26,Clothing,3,399,1197
AUG-20230804-ELE-2,2023-08-04,CUST-82972,Female,27,Electronics,2,322,644
AUG-20230804-BEA-2,2023-08-04,CUST-11982,Female,33,Beauty,5,101,505
AUG-20230804-ELE-0,2023-08-04,CUST-17838,Male,25,Electronics,2,1002,2004
AUG-20230804-BEA-0,2023-08-04,CUST-27907,Female,18,Beauty,3,68,204
AUG-20230804-BEA-1,2023-08-04,CUST-34061,Female,32,Beauty,2,128,256
AUG-20230804-ELE-1,2023-08-04,CUST-38639,Male,34,Electronics,1,760,760
AUG-20230804-BEA-3,2023-08-04,CUST-19529,Female,30,Beauty,5,96,480
AUG-20230804-BEA-4,2023-08-04,CUST-85281,Male,29,Beauty,3,143,429
AUG-20230805-CLO-4,2023-08-05,CUST-26533,Female,24,Clothing,1,380,380
AUG-20230805-CLO-3,2023-08-05,CUST-18691,Female,29,Clothing,3,334,1002
AUG-20230805-CLO-2,2023-08-05,CUST-98091,Female,26,Clothing,2,375,750
AUG-20230805-CLO-1,2023-08-05,CUST-57361,Female,30,Clothing,1,126,126
